id;"nome_pais,""quantidade"",""preco_medio"",""descricao_mais_longa""";
1503;"France,5,4900,""With its intense red fruits and acidity, this initially seems so fruity. Slowly the powerful structure comes into play, yielding a concentrated, cellar-worthy wine.""";
1504;"England,1,380,""A lifting mix of golden, ripe apple, chamomile, moss and honey signals richness and some maturity. The palate is poised and holds all of these flavours tightly in a soaring, slender structure that is built on a firm foundation of bright acidity and subtle earthiness. Grown-up, taut, generous and poised, this is a honey-edged homage to the South Downs.""";
1505;"Germany,1,1300,""Filled with minerality, spice and everything nice, this incredibly intense wine is also filled with honey, gently caramelized peaches and citrus. It's got huge presence on the palate and a virtually endless, sweet finish. It should evolve gracefully for 50 or more years.""";
1506;"Australia,1,1190,""Octavius has always been oaky, but over the years the fruit has come into better balance, and the 2009 may be one of the most successful editions yet released. It's dense and impenetrable at first, only slowly yielding hints of plum, mocha and vanilla. The texture is rich and supple enough to make the wine approachable now, but it should evolve and improve through 2020 or beyond.""";
1507;"France,35,49000,""With some age, this bone-dry wine has softened and filled out. There's still a lemon aroma as well as crisp acidity on the palate, but they are less tight now, rounded and with a fine balance between fruit and acidity. It is still a year off maturity, so wait until 2018.""";
1508;"France,2,3220,""This wine is tight and closed up. It does suggest plenty of fruit weight, hinting at toast and apple flavors that will come through over the next several years to give a rich wine. Drink from 2022.""";
1509;"France,4,15200,""This is an opulent wine from one of the fabled series of white Grand Crus. Along with generous yellow fruits and ripe citrus, it has weight and gravitas. Spice from the wood fills things out even more, giving the wine its balance, its intensity and its future. Drink from 2022.""";
1510;"Germany,1,910,""Bold in alcohol, with a dry, intensely textured palate, this Riesling is rich and ripe, with notes of honeysuckle, peach and even a hint of berry. It carries its girth well, with a zippy streak of lemon acidity that cuts through all the ripeness, leading to a long, subtly mineral finish.""";
1511;"Lebanon,1,260,""Ripe red fruit shines brightly amidst darker notes of damp foliage and leather that add complexity and depth to this fleshy red blend. Soft and fresh on the palate with a restrained acidity, it's a rustic, yet elegant wine.""";
1512;"France,4,11160,""This is a bold, ripe wine, full of both tannins and rich black fruits. Spice from the wood has given the wine an extra dimension while the ripe fruitiness gives it an almost jammy character. As it develops it will broaden into an impressive, concentrated wine. Drink from 2022.""";
1513;"US,1923,865350,""Zin doesn't get bigger or riper than this. Floods the mouth with flamboyant blackberries, cherries, currants, cola, black pepper, anise and sandalwood. It's tannic and dry, but so fruity it's almost sweet. High alcohol aids in the impression of sweetness. Oaky, too, in the way of a Cabernet. Delicious and classic Dry Creek.""";
1514;"Australia,70,13300,""Yalumba pioneered Viognier in Australia and the current crop of wines testifies to the company's efforts. This bottling is full bodied and rich to the point of being slightly oily on the palate, where it delivers bold flavors of honey, apricot and grilled pineapple. Drink now.""";
1515;"Slovenia,1,390,""Crafted in an oxidative style, this wine is light brown to the eye, with aromas of toasted nuts and caramelized pineapple. Flavors of hazelnut, toasted almond and lemon sorbet continue through the smooth finish that ends on a zesty note.""";
1516;"Canada,3,2310,""High-toned apple-cider aromas on the nose belie the gorgeously fresh palate. This is lip-smackingly good, with a concentrated fresh-fruit flavor that's sweet and bright with notes of hibiscus nectar and honey. It lingers long and smooth on the finish.""";
1517;"Chile,2,1560,""Ripe, smooth and pure, with aromas of asphalt, tobacco and cedar-lined cigar box along with dry, elevated fruit. The palate is balanced to a tee, with floral, fresh flavors of berry, cola, herbs and tobacco. Seña has been on a roll lately, and this vintage is entirely inviting, balanced and savory. Drinkable now, but best from 2010 to 2013.""";
1518;"Spain,4,6200,""This is a powerful, rich, toasty Garnacha, with grit, earth and spice galore on the bouquet. It feels tough, masculine and tannic, with a mix of beefy black-fruit flavors elevated by molasses and spice. Firm and showing some burn on the finish, along with notes of black licorice and peppery spice. Only 200 cases made. Drink now–2016.""";
1519;"Greece,7,3150,""This subtle, elegant sip starts with aromas of spicebox, tobacco and rich dark fruit, followed by flavors of cherry, cedar and cinnamon spice. A softer style, integrated red that will pair well with duck, steak.""";
1520;"Germany,1,3760,""Perhaps a step behind Weil's other supersweet 2009s, this eiswein remains a prodigious effort. The candied pineapple and golden raisin notes are so intense, so concentrated that they're almost painful to taste, lingering virtually forever on the finish.""";
1521;"Germany,6,4800,""While the nose is buoyant, bursting with honey, mango and flowers, a polished elegance reverberates throughout this dry, steely Riesling. Rich in body and texture, it's ripe and peachy, yet balanced with streaks of lime, lemon and mineral. The finish rolls endlessly on the palate.""";
1522;"Portugal,4,3080,""This is more of a chunky, rich tawny";
1523;"Croatia,2,1300,""There's so much nuance and complexity in this rustic yet fascinating Croatian wine, that it takes a while to break down its components. Initial scents of dried leaves and mulch blow off to reveal an array of delicate floral and fruit aromas, accented by rich chocolate and vanilla notes. Big in both alcohol and structure, its massively tannic, but smoothes out with aeration. Decant to drink now, but could easily evolve for 5–10 years.""";
1524;"France,6,11400,""This is massive, hugely concentrated, topped with wood and intense tannins. Flavors of bitter chocolate are dominant, heavy fruits, blackberries and texture that fills the mouth with dark, dense flavors. Big in all senses.""";
1525;"France,1,4630,""Still way too young, this is developing into a substantial and structured wine. Full of both fruit and tannins, it is dark and dense, very dry at this stage but with the most enticing perfumes. The Grand Cru, split between Chambolle-Musigny and Morey Saint-Denis, is known for its structure and this wine is a great example. Drink from 2020.""";
1526;"Israel,2,940,""A smooth, velvety textured wine, full of slightly overripe dark cherry, raspberry and plum with accents of cassis, tea and spice that thrill the palate. Closing with a clean and silky finish, this wine is sure to be a crowd pleaser. It's 60% Cab, 30% Merlot and 10% Shiraz.""";
1527;"Australia,107,26750,""Wow—talk about contrasts. The nose is way over the top, a grotesque parody of a butterscotch sundae. The finish is multilayered and complex, featuring echoes of toast and white peaches. In between is a somewhat neutral-tasting wine. You may love it or you may hate it—it's that kind of wine.""";
1528;"Austria,43,25800,""Yeasty, almost umami-like spice slowly yields to ripe, delicious apricot flavors. The generosity is toned by bright lemon freshness that runs right through this concentrated wine and provides satisfying length. There is a delicious aftertaste of crunchy apple.""";
1529;"France,19,27550,""With wood and white stone fruit in fine balance, this is a ripe, full wine, the acidity lighting up the ripe flavor. The wine has a broad character, ready for drinking in a year.""";
1530;"Australia,60,13200,""Youthfully inexpressive on the nose, with just a hint of graham cracker showing at the moment. But in the mouth, there's plenty of weight and the fruit shines, blasting forth in cassis-laden glory. Try in 2010.""";
1531;"Chile,1,680,""The Carmenère in this Carm-Cabernet-Syrah blend is the lead singer, so expect a touch of minty green and herbal essence. It's a heavyweight in the sense that the mouthfeel is big and the tannins are a little hard. But with airing it unveils classy, spicy berry flavors and wood-based accents of vanilla and butter (20 months in new oak will do that). A big wine that needs some airing. Ready now but can rest well in the cellar for a few more years.""";
